date,product_id,quantity_sold,revenue
2026-03-28,P1001,10,17417.6
2026-03-29,P1001,12,20901.12
2026-03-30,P1001,7,12192.32
2026-03-31,P1001,8,13934.08
2026-04-01,P1001,7,12192.32
2026-04-02,P1001,4,6967.04
2026-04-03,P1001,12,20901.12
2026-04-04,P1001,7,12192.32
2026-04-05,P1001,7,12192.32
2026-04-06,P1001,13,22642.88
2026-04-07,P1001,13,22642.88
2026-04-08,P1001,13,22642.88
2026-04-09,P1001,8,13934.08
2026-04-10,P1001,17,29609.92
2026-04-11,P1001,14,24384.64
2026-04-12,P1001,19,33093.44
2026-04-13,P1001,18,31351.68
2026-04-14,P1001,10,17417.6
2026-04-15,P1001,11,19159.36
2026-04-16,P1001,16,27868.16
2026-04-17,P1001,11,19159.36
2026-04-18,P1001,15,26126.4
2026-04-19,P1001,10,17417.6
2026-04-20,P1001,10,17417.6
2026-04-21,P1001,11,19159.36
2026-04-22,P1001,6,10450.56
2026-04-23,P1001,6,10450.56
2026-04-24,P1001,4,6967.04
2026-04-25,P1001,12,20901.12
2026-04-26,P1001,11,19159.36
2026-04-27,P1001,7,12192.32
2026-04-28,P1001,2,3483.52
2026-04-29,P1001,6,10450.56
2026-04-30,P1001,6,10450.56
2026-05-01,P1001,11,19159.36
2026-05-02,P1001,12,20901.12
2026-05-03,P1001,14,24384.64
2026-05-04,P1001,6,10450.56
2026-05-05,P1001,2,3483.52
2026-05-06,P1001,8,13934.08
2026-05-07,P1001,7,12192.32
2026-05-08,P1001,7,12192.32
2026-05-09,P1001,15,26126.4
2026-05-10,P1001,19,33093.44
2026-05-11,P1001,13,22642.88
2026-05-12,P1001,8,13934.08
2026-05-13,P1001,18,31351.68
2026-05-14,P1001,10,17417.6
2026-05-15,P1001,19,33093.44
2026-05-16,P1001,20,34835.2
2026-05-17,P1001,12,20901.12
2026-05-18,P1001,15,26126.4
2026-05-19,P1001,15,26126.4
2026-05-20,P1001,2,3483.52
2026-05-21,P1001,14,24384.64
2026-05-22,P1001,13,22642.88
2026-05-23,P1001,13,22642.88
2026-05-24,P1001,12,20901.12
2026-05-25,P1001,4,6967.04
2026-05-26,P1001,7,12192.32
2026-05-27,P1001,7,12192.32
2026-05-28,P1001,8,13934.08
2026-05-29,P1001,7,12192.32
2026-05-30,P1001,10,17417.6
2026-05-31,P1001,9,15675.84
2026-06-01,P1001,12,20901.12
2026-06-02,P1001,2,3483.52
2026-06-03,P1001,11,19159.36
2026-06-04,P1001,8,13934.08
2026-06-05,P1001,7,12192.32
2026-06-06,P1001,10,17417.6
2026-06-07,P1001,5,8708.8
2026-06-09,P1001,10,17417.6
2026-06-10,P1001,20,34835.2
2026-06-11,P1001,9,15675.84
2026-06-12,P1001,9,15675.84
2026-06-13,P1001,16,27868.16
2026-06-14,P1001,9,15675.84
2026-06-15,P1001,16,27868.16
2026-06-16,P1001,12,20901.12
2026-06-17,P1001,12,20901.12
2026-06-18,P1001,11,19159.36
2026-06-19,P1001,11,19159.36
2026-06-20,P1001,15,26126.4
2026-06-21,P1001,15,26126.4
2026-06-22,P1001,7,12192.32
2026-06-23,P1001,7,12192.32
2026-06-24,P1001,11,19159.36
2026-06-25,P1001,13,22642.88
2026-06-26,P1001,7,12192.32
2026-06-27,P1001,10,17417.6
2026-06-28,P1001,13,22642.88
2026-06-29,P1001,5,8708.8
2026-06-30,P1001,11,19159.36
2026-07-01,P1001,9,15675.84
2026-07-02,P1001,10,17417.6
2026-07-03,P1001,7,12192.32
2026-07-04,P1001,16,27868.16
2026-07-05,P1001,16,27868.16
2026-07-06,P1001,18,31351.68
2026-07-07,P1001,5,8708.8
2026-07-08,P1001,10,17417.6
2026-07-09,P1001,12,20901.12
2026-07-10,P1001,10,17417.6
2026-07-11,P1001,16,27868.16
2026-07-12,P1001,11,19159.36
2026-07-13,P1001,12,20901.12
2026-07-14,P1001,17,29609.92
2026-07-15,P1001,13,22642.88
2026-07-16,P1001,11,19159.36
2026-07-17,P1001,10,17417.6
2026-07-18,P1001,15,26126.4
2026-07-19,P1001,14,24384.64
2026-07-20,P1001,9,15675.84
2026-07-21,P1001,11,19159.36
2026-07-22,P1001,5,8708.8
2026-07-23,P1001,7,12192.32
2026-07-24,P1001,1,1741.76
2026-07-25,P1001,13,22642.88
2026-07-26,P1001,9,15675.84
2026-07-27,P1001,7,12192.32
2026-07-28,P1001,8,13934.08
2026-07-29,P1001,5,8708.8
2026-07-30,P1001,6,10450.56
2026-07-31,P1001,8,13934.08
2026-08-01,P1001,5,8708.8
2026-08-02,P1001,10,17417.6
2026-08-03,P1001,8,13934.08
2026-08-04,P1001,14,24384.64
2026-08-05,P1001,9,15675.84
2026-08-06,P1001,11,19159.36
2026-08-07,P1001,5,8708.8
2026-08-08,P1001,15,26126.4
2026-08-09,P1001,13,22642.88
2026-08-10,P1001,21,36576.96
2026-08-11,P1001,2,3483.52
2026-08-12,P1001,11,19159.36
2026-08-13,P1001,17,29609.92
2026-08-14,P1001,18,31351.68
2026-08-15,P1001,14,24384.64
2026-08-16,P1001,8,13934.08
2026-08-17,P1001,11,19159.36
2026-08-18,P1001,9,15675.84
2026-08-19,P1001,6,10450.56
2026-08-20,P1001,8,13934.08
2026-08-21,P1001,13,22642.88
2026-08-22,P1001,16,27868.16
2026-08-23,P1001,11,19159.36
2026-08-24,P1001,10,17417.6
2026-08-25,P1001,14,24384.64
2026-08-26,P1001,6,10450.56
2026-08-27,P1001,8,13934.08
2026-08-28,P1001,7,12192.32
2026-08-29,P1001,7,12192.32
2026-08-30,P1001,9,15675.84
2026-08-31,P1001,4,6967.04
2026-09-01,P1001,11,19159.36
2026-09-02,P1001,9,15675.84
2026-09-03,P1001,10,17417.6
2026-03-08,P1002,4,31396.44
2026-03-09,P1002,15,117736.65
2026-03-10,P1002,8,62792.88
2026-03-11,P1002,10,78491.1
2026-03-12,P1002,17,133434.87
2026-03-13,P1002,12,94189.32
2026-03-14,P1002,15,117736.65
2026-03-15,P1002,15,117736.65
2026-03-16,P1002,15,117736.65
2026-03-17,P1002,21,164831.31
2026-03-18,P1002,11,86340.21
2026-03-19,P1002,5,39245.55
2026-03-20,P1002,20,156982.2
2026-03-21,P1002,9,70641.99
2026-03-22,P1002,12,94189.32
2026-03-23,P1002,8,62792.88
2026-03-24,P1002,10,78491.1
2026-03-25,P1002,10,78491.1
2026-03-26,P1002,11,86340.21
2026-03-27,P1002,4,31396.44
2026-03-28,P1002,5,39245.55
2026-03-29,P1002,10,78491.1
2026-03-30,P1002,9,70641.99
2026-03-31,P1002,6,47094.66
2026-04-01,P1002,5,39245.55
2026-04-02,P1002,7,54943.77
2026-04-03,P1002,10,78491.1
2026-04-04,P1002,12,94189.32
2026-04-05,P1002,13,102038.43
2026-04-06,P1002,9,70641.99
2026-04-07,P1002,7,54943.77
2026-04-08,P1002,11,86340.21
2026-04-09,P1002,13,102038.43
2026-04-10,P1002,14,109887.54
2026-04-11,P1002,15,117736.65
2026-04-12,P1002,19,149133.09
2026-04-13,P1002,13,102038.43
2026-04-14,P1002,17,133434.87
2026-04-15,P1002,21,164831.31
2026-04-16,P1002,12,94189.32
2026-04-17,P1002,17,133434.87
2026-04-18,P1002,12,94189.32
2026-04-19,P1002,17,133434.87
2026-04-20,P1002,12,94189.32
2026-04-21,P1002,16,125585.76
2026-04-22,P1002,9,70641.99
2026-04-23,P1002,12,94189.32
2026-04-24,P1002,9,70641.99
2026-04-25,P1002,7,54943.77
2026-04-26,P1002,14,109887.54
2026-04-27,P1002,11,86340.21
2026-04-28,P1002,4,31396.44
2026-04-29,P1002,14,109887.54
2026-04-30,P1002,6,47094.66
2026-05-01,P1002,12,94189.32
2026-05-02,P1002,11,86340.21
2026-05-03,P1002,22,172680.42
2026-05-04,P1002,3,23547.33
2026-05-05,P1002,11,86340.21
2026-05-06,P1002,8,62792.88
2026-05-07,P1002,7,54943.77
2026-05-08,P1002,12,94189.32
2026-05-09,P1002,15,117736.65
2026-05-10,P1002,5,39245.55
2026-05-11,P1002,14,109887.54
2026-05-12,P1002,7,54943.77
2026-05-13,P1002,13,102038.43
2026-05-14,P1002,13,102038.43
2026-05-15,P1002,14,109887.54
2026-05-16,P1002,20,156982.2
2026-05-17,P1002,14,109887.54
2026-05-18,P1002,13,102038.43
2026-05-19,P1002,14,109887.54
2026-05-20,P1002,9,70641.99
2026-05-21,P1002,16,125585.76
2026-05-22,P1002,15,117736.65
2026-05-23,P1002,16,125585.76
2026-05-24,P1002,16,125585.76
2026-05-25,P1002,9,70641.99
2026-05-26,P1002,8,62792.88
2026-05-27,P1002,11,86340.21
2026-05-28,P1002,5,39245.55
2026-05-29,P1002,8,62792.88
2026-05-30,P1002,8,62792.88
2026-05-31,P1002,11,86340.21
2026-06-01,P1002,8,62792.88
2026-06-02,P1002,11,86340.21
2026-06-03,P1002,8,62792.88
2026-06-04,P1002,4,31396.44
2026-06-05,P1002,9,70641.99
2026-06-06,P1002,13,102038.43
2026-06-07,P1002,15,117736.65
2026-06-08,P1002,9,70641.99
2026-06-09,P1002,9,70641.99
2026-06-10,P1002,10,78491.1
2026-06-11,P1002,13,102038.43
2026-06-12,P1002,13,102038.43
2026-06-13,P1002,19,149133.09
2026-06-14,P1002,9,70641.99
2026-06-15,P1002,13,102038.43
2026-06-16,P1002,11,86340.21
2026-06-17,P1002,12,94189.32
2026-06-18,P1002,8,62792.88
2026-06-19,P1002,8,62792.88
2026-06-20,P1002,14,109887.54
2026-06-21,P1002,12,94189.32
2026-06-22,P1002,8,62792.88
2026-06-23,P1002,11,86340.21
2026-06-24,P1002,12,94189.32
2026-06-25,P1002,12,94189.32
2026-06-26,P1002,6,47094.66
2026-06-27,P1002,11,86340.21
2026-06-28,P1002,4,31396.44
2026-06-29,P1002,4,31396.44
2026-06-30,P1002,9,70641.99
2026-07-01,P1002,8,62792.88
2026-07-02,P1002,7,54943.77
2026-07-03,P1002,9,70641.99
2026-07-04,P1002,16,125585.76
2026-07-05,P1002,17,133434.87
2026-07-06,P1002,4,31396.44
2026-07-07,P1002,5,39245.55
2026-07-08,P1002,5,39245.55
2026-07-09,P1002,10,78491.1
2026-07-10,P1002,10,78491.1
2026-07-11,P1002,15,117736.65
2026-07-12,P1002,17,133434.87
2026-07-13,P1002,17,133434.87
2026-07-14,P1002,14,109887.54
2026-07-15,P1002,13,102038.43
2026-07-16,P1002,14,109887.54
2026-07-17,P1002,16,125585.76
2026-07-18,P1002,15,117736.65
2026-07-19,P1002,16,125585.76
2026-07-20,P1002,7,54943.77
2026-07-21,P1002,9,70641.99
2026-07-22,P1002,11,86340.21
2026-07-23,P1002,8,62792.88
2026-07-24,P1002,10,78491.1
2026-07-25,P1002,13,102038.43
2026-07-26,P1002,13,102038.43
2026-07-27,P1002,3,23547.33
2026-07-28,P1002,12,94189.32
2026-07-29,P1002,9,70641.99
2026-07-30,P1002,6,47094.66
2026-07-31,P1002,14,109887.54
2026-08-01,P1002,17,133434.87
2026-08-02,P1002,14,109887.54
2026-08-03,P1002,11,86340.21
2026-08-04,P1002,11,
2026-08-05,P1002,10,78491.1
2026-08-06,P1002,12,94189.32
2026-08-07,P1002,13,102038.43
2026-08-08,P1002,15,117736.65
2026-08-09,P1002,18,141283.98
2026-08-10,P1002,9,70641.99
2026-08-11,P1002,16,125585.76
2026-08-12,P1002,13,102038.43
2026-08-13,P1002,11,86340.21
2026-08-14,P1002,19,149133.09
2026-08-15,P1002,16,125585.76
2026-08-16,P1002,16,125585.76
2026-08-17,P1002,17,133434.87
2026-08-18,P1002,16,125585.76
2026-08-19,P1002,14,109887.54
2026-08-20,P1002,11,86340.21
2026-08-21,P1002,4,31396.44
2026-08-22,P1002,20,156982.2
2026-08-23,P1002,10,78491.1
2026-08-24,P1002,8,62792.88
2026-08-25,P1002,8,62792.88
2026-08-26,P1002,5,39245.55
2026-08-27,P1002,7,54943.77
2026-08-28,P1002,13,102038.43
2026-08-29,P1002,7,54943.77
2026-08-30,P1002,11,86340.21
2026-08-31,P1002,10,78491.1
2026-09-01,P1002,9,70641.99
2026-09-02,P1002,6,47094.66
2026-09-03,P1002,11,86340.21
2026-03-08,P1003,7,61188.54
2026-03-09,P1003,1,8741.22
2026-03-10,P1003,9,78670.98
2026-03-11,P1003,12,104894.64
2026-03-12,P1003,8,69929.76
2026-03-13,P1003,5,43706.1
2026-03-14,P1003,13,113635.86
2026-03-15,P1003,8,69929.76
2026-03-16,P1003,10,87412.2
2026-03-17,P1003,9,78670.98
2026-03-18,P1003,11,96153.42
2026-03-19,P1003,8,69929.76
2026-03-20,P1003,10,87412.2
2026-03-21,P1003,4,34964.88
2026-03-22,P1003,10,87412.2
2026-03-23,P1003,7,61188.54
2026-03-24,P1003,8,69929.76
2026-03-25,P1003,3,26223.66
2026-03-26,P1003,5,43706.1
2026-03-27,P1003,3,26223.66
2026-03-28,P1003,8,69929.76
2026-03-29,P1003,8,69929.76
2026-03-30,P1003,3,26223.66
2026-03-31,P1003,4,34964.88
2026-04-01,P1003,5,43706.1
2026-04-02,P1003,4,34964.88
2026-04-03,P1003,5,43706.1
2026-04-04,P1003,6,52447.32
2026-04-05,P1003,5,43706.1
2026-04-06,P1003,11,96153.42
2026-04-07,P1003,10,87412.2
2026-04-08,P1003,7,61188.54
2026-04-09,P1003,8,69929.76
2026-04-10,P1003,7,61188.54
2026-04-11,P1003,12,104894.64
2026-04-12,P1003,10,87412.2
2026-04-13,P1003,7,61188.54
2026-04-14,P1003,6,52447.32
2026-04-15,P1003,6,52447.32
2026-04-16,P1003,9,78670.98
2026-04-17,P1003,10,87412.2
2026-04-18,P1003,15,131118.3
2026-04-19,P1003,7,61188.54
2026-04-20,P1003,7,61188.54
2026-04-21,P1003,4,34964.88
2026-04-22,P1003,7,61188.54
2026-04-23,P1003,7,61188.54
2026-04-24,P1003,9,78670.98
2026-04-25,P1003,10,87412.2
2026-04-26,P1003,7,61188.54
2026-04-27,P1003,7,61188.54
2026-04-28,P1003,3,26223.66
2026-04-29,P1003,2,17482.44
2026-04-30,P1003,4,34964.88
2026-05-01,P1003,1,8741.22
2026-05-02,P1003,5,43706.1
2026-05-03,P1003,4,34964.88
2026-05-04,P1003,8,69929.76
2026-05-05,P1003,3,26223.66
2026-05-06,P1003,4,34964.88
2026-05-07,P1003,8,69929.76
2026-05-08,P1003,1,8741.22
2026-05-09,P1003,12,104894.64
2026-05-10,P1003,19,166083.18
2026-05-11,P1003,6,52447.32
2026-05-12,P1003,13,113635.86
2026-05-13,P1003,10,87412.2
2026-05-14,P1003,8,69929.76
2026-05-15,P1003,7,61188.54
2026-05-16,P1003,8,69929.76
2026-05-17,P1003,14,122377.08
2026-05-18,P1003,8,69929.76
2026-05-19,P1003,10,87412.2
2026-05-20,P1003,7,61188.54
2026-05-21,P1003,8,69929.76
2026-05-22,P1003,7,61188.54
2026-05-23,P1003,6,52447.32
2026-05-24,P1003,8,69929.76
2026-05-25,P1003,4,34964.88
2026-05-26,P1003,6,52447.32
2026-05-27,P1003,6,52447.32
2026-05-28,P1003,5,43706.1
2026-05-29,P1003,4,34964.88
2026-05-30,P1003,4,34964.88
2026-05-31,P1003,7,61188.54
2026-06-01,P1003,8,69929.76
2026-06-02,P1003,4,34964.88
2026-06-03,P1003,2,17482.44
2026-06-04,P1003,1,8741.22
2026-06-05,P1003,5,43706.1
2026-06-06,P1003,7,61188.54
2026-06-07,P1003,6,52447.32
2026-06-08,P1003,7,61188.54
2026-06-09,P1003,5,43706.1
2026-06-10,P1003,4,34964.88
2026-06-11,P1003,9,78670.98
2026-06-12,P1003,12,104894.64
2026-06-13,P1003,10,87412.2
2026-06-14,P1003,16,139859.52
2026-06-15,P1003,9,78670.98
2026-06-16,P1003,13,113635.86
2026-06-17,P1003,7,61188.54
2026-06-18,P1003,9,78670.98
2026-06-19,P1003,5,43706.1
2026-06-20,P1003,7,61188.54
2026-06-21,P1003,11,96153.42
2026-06-22,P1003,5,43706.1
2026-06-23,P1003,3,26223.66
2026-06-24,P1003,4,34964.88
2026-06-25,P1003,8,69929.76
2026-06-26,P1003,4,34964.88
2026-06-27,P1003,8,69929.76
2026-06-28,P1003,10,87412.2
2026-06-29,P1003,4,34964.88
2026-06-30,P1003,7,61188.54
2026-07-01,P1003,3,26223.66
2026-07-02,P1003,8,69929.76
2026-07-03,P1003,6,52447.32
2026-07-04,P1003,11,96153.42
2026-07-05,P1003,8,69929.76
2026-07-06,P1003,10,87412.2
2026-07-07,P1003,6,52447.32
2026-07-08,P1003,10,87412.2
2026-07-09,P1003,10,87412.2
2026-07-10,P1003,10,87412.2
2026-07-11,P1003,11,96153.42
2026-07-12,P1003,10,87412.2
2026-07-13,P1003,2,17482.44
2026-07-14,P1003,8,69929.76
2026-07-15,P1003,7,61188.54
2026-07-16,P1003,9,78670.98
2026-07-17,P1003,11,96153.42
2026-07-18,P1003,9,78670.98
2026-07-19,P1003,14,122377.08
2026-07-20,P1003,3,26223.66
2026-07-21,P1003,8,69929.76
2026-07-22,P1003,4,34964.88
2026-07-23,P1003,5,43706.1
2026-07-24,P1003,5,43706.1
2026-07-25,P1003,9,78670.98
2026-07-26,P1003,5,43706.1
2026-07-27,P1003,3,26223.66
2026-07-28,P1003,4,34964.88
2026-07-29,P1003,3,26223.66
2026-07-30,P1003,4,34964.88
2026-07-31,P1003,3,26223.66
2026-08-01,P1003,5,43706.1
2026-08-02,P1003,8,69929.76
2026-08-03,P1003,3,26223.66
2026-08-04,P1003,4,34964.88
2026-08-05,P1003,3,26223.66
2026-08-06,P1003,9,78670.98
2026-08-07,P1003,9,78670.98
2026-08-08,P1003,7,61188.54
2026-08-09,P1003,17,148600.74
2026-08-10,P1003,17,148600.74
2026-08-11,P1003,10,87412.2
2026-08-12,P1003,11,96153.42
2026-08-13,P1003,12,104894.64
2026-08-14,P1003,8,69929.76
2026-08-15,P1003,16,139859.52
2026-08-16,P1003,8,69929.76
2026-08-17,P1003,6,52447.32
2026-08-18,P1003,9,78670.98
2026-08-19,P1003,12,104894.64
2026-08-20,P1003,8,69929.76
2026-08-21,P1003,8,69929.76
2026-08-22,P1003,4,34964.88
2026-08-23,P1003,6,52447.32
2026-08-24,P1003,4,34964.88
2026-08-25,P1003,1,8741.22
2026-08-26,P1003,1,8741.22
2026-08-27,P1003,4,34964.88
2026-08-28,P1003,9,78670.98
2026-08-29,P1003,5,43706.1
2026-08-30,P1003,6,52447.32
2026-08-31,P1003,7,61188.54
2026-09-01,P1003,7,61188.54
2026-09-02,P1003,7,61188.54
2026-09-03,P1003,4,34964.88
2026-03-08,P1004,14,27681.92
2026-03-09,P1004,5,9886.4
2026-03-10,P1004,17,33613.76
2026-03-11,P1004,20,39545.6
2026-03-12,P1004,11,21750.08
2026-03-13,P1004,19,37568.32
2026-03-14,P1004,20,39545.6
2026-03-15,P1004,13,25704.64
2026-03-16,P1004,12,23727.36
2026-03-17,P1004,9,17795.52
2026-03-18,P1004,15,29659.2
2026-03-19,P1004,17,33613.76
2026-03-20,P1004,4,7909.12
2026-03-21,P1004,13,25704.64
2026-03-22,P1004,7,13840.96
2026-03-23,P1004,10,19772.8
2026-03-24,P1004,9,17795.52
2026-03-25,P1004,9,17795.52
2026-03-26,P1004,11,21750.08
2026-03-27,P1004,10,19772.8
2026-03-28,P1004,8,15818.24
2026-03-29,P1004,10,19772.8
2026-03-30,P1004,11,21750.08
2026-03-31,P1004,2,3954.56
2026-04-01,P1004,7,13840.96
2026-04-02,P1004,14,27681.92
2026-04-03,P1004,6,11863.68
2026-04-04,P1004,11,21750.08
2026-04-05,P1004,10,19772.8
2026-04-06,P1004,11,21750.08
2026-04-07,P1004,17,33613.76
2026-04-08,P1004,9,17795.52
2026-04-09,P1004,15,29659.2
2026-04-10,P1004,13,25704.64
2026-04-11,P1004,16,31636.48
2026-04-12,P1004,18,35591.04
2026-04-13,P1004,11,21750.08
2026-04-14,P1004,11,21750.08
2026-04-15,P1004,17,33613.76
2026-04-16,P1004,12,23727.36
2026-04-17,P1004,8,15818.24
2026-04-18,P1004,16,31636.48
2026-04-19,P1004,21,41522.88
2026-04-20,P1004,13,25704.64
2026-04-21,P1004,8,15818.24
2026-04-22,P1004,15,29659.2
2026-04-23,P1004,6,11863.68
2026-04-24,P1004,9,17795.52
2026-04-25,P1004,9,17795.52
2026-04-26,P1004,9,17795.52
2026-04-27,P1004,11,21750.08
2026-04-28,P1004,8,15818.24
2026-04-29,P1004,6,11863.68
2026-04-30,P1004,8,15818.24
2026-05-01,P1004,7,13840.96
2026-05-02,P1004,12,23727.36
2026-05-03,P1004,8,15818.24
2026-05-04,P1004,13,25704.64
2026-05-05,P1004,9,17795.52
2026-05-06,P1004,6,11863.68
2026-05-07,P1004,8,15818.24
2026-05-08,P1004,13,25704.64
2026-05-09,P1004,19,37568.32
2026-05-10,P1004,17,33613.76
2026-05-11,P1004,13,25704.64
2026-05-12,P1004,6,11863.68
2026-05-13,P1004,11,21750.08
